Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Silty,124.4,37.26,92.04,6.05,0.54,0.63,29.6,78.77,5
Loamy,134.37,54.73,31.4,6.9,1.08,0.87,35.41,55.66,3
Alluvial,2.92,39.51,73.4,6.71,0.72,0.27,27.06,81.94,0
Black,99.69,44.76,159.68,8.13,1.32,0.51,31.12,94.71,1
Silty,61.39,86.83,46.21,6.27,0.72,0.1,28.02,90.58,5
Alluvial,59.3,60.05,149.26,7.21,1.08,0.18,37.97,61.34,0
Silty,134.99,54.78,159.85,7.17,0.57,0.64,28.1,84.91,5
Black,133.71,31.72,113.91,7.3,1.11,1.19,22.67,40.17,1
Clayey,7.65,51.68,18.8,6.26,0.89,1.4,29.41,61.47,2
Black,50.48,68.88,114.34,7.32,1.24,1.0,30.27,56.89,1
Alluvial,130.39,62.81,245.26,7.46,0.55,0.27,19.91,80.12,0
Loamy,127.38,2.26,184.58,7.36,0.75,0.72,26.72,46.48,3
Silty,5.39,45.02,21.47,6.62,0.91,0.71,25.67,52.02,5
Alluvial,72.68,3.22,186.53,7.28,0.89,1.46,34.45,59.91,0
Silty,80.69,80.24,33.49,6.29,1.18,0.45,18.21,51.92,5
Loamy,2.26,4.97,207.31,6.77,0.71,0.93,28.48,44.32,3
Silty,120.06,78.85,31.5,7.47,0.43,1.14,20.36,70.75,5
Alluvial,126.7,85.32,252.2,6.05,0.69,1.1,36.26,40.84,0
Loamy,122.95,52.39,161.36,7.41,0.44,0.16,32.98,58.79,3
Loamy,139.32,54.07,116.07,7.35,0.73,1.37,22.81,41.88,3
Loamy,109.29,53.85,98.0,6.89,0.53,0.54,29.88,58.28,3
Loamy,72.63,35.68,105.71,6.16,0.9,1.33,21.44,87.75,3
Alluvial,133.98,28.79,202.13,6.0,1.19,0.89,28.3,57.9,0
Silty,77.7,13.37,143.79,6.78,0.48,0.32,32.92,89.04,5
Black,133.15,60.56,190.64,7.91,1.67,0.99,33.69,46.34,1
Black,50.37,43.87,12.22,7.53,1.74,1.52,30.45,64.51,1
Black,2.95,9.65,270.5,7.47,0.8,1.24,31.8,87.18,1
Sandy,59.78,45.53,167.82,6.41,0.39,0.16,28.05,84.18,4
Sandy,87.06,2.75,38.5,6.89,0.42,0.14,29.26,81.99,4
Loamy,13.55,6.18,218.13,7.47,0.64,0.37,23.77,90.01,3
Alluvial,89.99,23.53,268.72,7.25,0.43,0.68,23.33,83.91,0
Black,68.78,89.06,246.39,7.83,1.07,1.12,35.75,77.71,1
Alluvial,138.51,67.86,104.88,6.57,0.72,0.4,30.11,53.57,0
Black,124.33,54.65,54.34,8.49,1.3,1.6,37.09,87.3,1
Clayey,68.31,41.44,105.6,7.53,1.45,1.01,25.79,56.99,2
Sandy,80.95,14.44,131.73,5.74,0.41,0.37,22.75,71.44,4
Loamy,103.48,8.22,40.48,7.38,0.94,0.14,26.27,87.7,3
Clayey,103.55,78.24,192.05,6.29,1.5,0.92,24.95,93.73,2
Sandy,15.34,14.56,248.44,6.99,0.32,0.38,30.26,56.74,4
Alluvial,66.55,67.42,167.62,6.32,1.07,1.21,29.14,81.39,0
Black,103.65,6.99,72.19,7.41,0.93,1.79,29.19,86.0,1
Alluvial,120.38,37.05,143.42,6.71,0.46,0.61,30.57,74.32,0
Clayey,108.79,48.26,191.45,7.72,1.2,2.01,20.7,51.43,2
Alluvial,52.67,30.5,228.61,7.12,0.95,0.82,36.77,88.18,0
Loamy,86.2,34.54,67.65,7.47,0.76,0.9,20.87,68.52,3
Loamy,103.18,11.67,251.65,6.59,0.93,0.49,20.22,42.62,3
Black,109.82,42.76,207.5,7.4,1.75,0.67,23.13,57.87,1
Loamy,59.82,57.54,214.83,6.27,0.74,0.36,19.14,55.16,3
Alluvial,50.52,36.9,248.16,6.57,0.7,1.12,37.04,70.83,0
Loamy,14.27,54.67,34.9,7.36,0.99,0.41,22.27,56.3,3
Alluvial,87.83,32.62,204.99,6.22,0.76,0.71,18.11,45.85,0
Silty,117.06,73.03,195.23,6.92,0.57,1.1,37.12,87.53,5
Alluvial,56.52,37.85,179.11,7.42,0.75,0.17,20.35,86.1,0
Alluvial,6.21,56.13,235.82,6.53,0.83,0.65,28.28,56.89,0
Loamy,116.19,75.49,111.78,6.32,0.61,0.44,24.1,86.42,3
Loamy,78.86,53.22,145.0,7.4,1.19,0.52,33.66,43.36,3
Alluvial,100.44,28.27,133.05,6.63,0.94,1.35,24.74,76.05,0
Black,111.09,49.95,263.23,7.64,1.1,0.64,22.25,60.03,1
Black,127.0,2.58,271.1,7.35,1.27,0.69,26.36,53.61,1
Loamy,52.72,10.81,50.36,7.41,1.09,0.86,19.16,63.35,3
Loamy,100.28,43.51,25.97,7.12,0.64,0.82,23.75,66.48,3
Silty,52.44,84.15,171.9,7.1,0.88,0.72,31.68,73.25,5
Clayey,91.92,35.22,119.19,6.35,1.27,2.36,26.12,92.35,2
Loamy,134.99,83.09,251.69,7.42,0.78,0.78,18.75,62.03,3
Silty,135.48,31.12,219.51,7.08,0.83,0.9,30.9,78.23,5
Loamy,98.5,37.8,69.96,6.34,0.5,0.55,33.82,65.77,3
Loamy,57.96,59.71,248.53,7.05,0.53,1.19,31.95,68.11,3
Alluvial,54.6,10.58,21.61,7.23,1.05,0.57,35.48,69.35,0
Alluvial,100.14,12.89,88.31,6.74,0.82,0.55,32.1,82.51,0
Black,108.48,47.48,212.27,8.34,1.46,1.73,19.25,91.95,1
Loamy,137.48,42.88,109.08,6.13,0.61,0.86,28.5,43.57,3
Black,113.49,3.95,130.24,7.98,1.49,0.98,32.34,47.78,1
Clayey,57.67,65.59,157.06,6.62,1.49,1.18,21.15,74.81,2
Loamy,8.41,59.45,227.2,6.11,0.6,0.47,34.21,94.58,3
Loamy,85.57,80.1,38.19,7.35,0.65,1.48,24.28,79.97,3
Alluvial,129.21,5.48,118.37,6.47,0.51,0.6,20.86,82.65,0
Alluvial,72.05,86.23,51.35,6.15,1.12,0.19,34.32,89.06,0
Loamy,62.14,50.86,183.22,7.03,1.06,0.48,21.23,44.21,3
Loamy,2.43,7.59,250.31,6.36,0.54,0.25,26.52,68.53,3
Loamy,119.04,32.92,201.87,6.96,0.84,0.22,21.99,81.62,3
Silty,68.94,5.33,196.43,6.06,0.4,1.01,19.47,76.3,5
Black,119.08,87.06,181.25,8.44,1.0,1.5,36.58,77.97,1
Alluvial,138.23,63.32,255.45,6.07,0.81,0.55,37.98,61.56,0
Sandy,53.25,6.25,125.16,5.64,0.17,0.2,20.0,82.62,4
Black,94.95,28.3,229.57,7.37,1.66,0.44,36.62,40.24,1
Silty,78.56,47.5,85.38,6.32,0.48,0.75,28.32,75.38,5
Black,124.39,87.81,189.3,7.41,1.87,1.54,23.64,73.36,1
Loamy,85.26,10.96,272.29,6.41,0.98,0.52,28.65,82.54,3
Alluvial,129.98,70.72,164.19,6.45,0.93,0.12,36.0,66.74,0
Loamy,77.1,21.78,31.87,7.08,0.49,0.52,29.45,93.28,3
Silty,100.95,56.8,82.5,7.13,0.53,0.45,30.58,82.38,5
Loamy,103.49,89.21,276.25,6.8,0.58,1.34,29.73,41.87,3
Loamy,135.37,59.53,87.56,6.38,0.85,0.82,25.68,79.67,3
Alluvial,58.49,7.21,97.9,7.5,0.48,0.52,30.38,80.99,0
Loamy,77.91,45.17,83.51,6.35,1.04,0.58,30.15,88.63,3
Loamy,127.94,85.58,61.44,7.31,0.81,1.22,18.82,45.82,3
Loamy,5.2,40.99,35.09,7.2,0.84,0.21,28.98,52.98,3
Black,129.9,49.74,277.08,7.97,1.72,1.56,20.07,84.5,1
Black,61.87,31.11,33.3,7.22,1.01,0.68,27.52,81.68,1
Silty,4.43,6.45,89.71,7.22,0.66,0.41,21.44,42.76,5
Silty,122.87,2.04,108.98,6.39,0.93,1.01,18.34,89.45,5
Silty,93.16,26.81,196.39,7.38,1.17,0.15,28.34,52.47,5
Loamy,71.88,14.26,112.6,6.74,0.71,0.19,19.75,71.89,3
Alluvial,111.02,52.55,138.7,6.78,1.19,1.37,30.05,61.26,0
Alluvial,134.55,38.14,219.87,6.93,0.75,0.52,24.29,84.21,0
Black,54.22,66.4,14.38,8.21,1.56,1.23,19.22,69.63,1
Sandy,31.51,14.15,173.55,6.96,0.37,0.26,37.18,40.8,4
Loamy,86.72,38.45,116.79,6.26,0.92,0.16,20.17,59.85,3
Alluvial,128.99,66.62,219.07,6.53,1.1,0.56,31.64,45.82,0
Loamy,98.26,29.49,143.12,6.19,0.53,0.85,31.36,88.24,3
Silty,137.2,74.07,125.3,6.47,0.93,0.81,21.33,82.87,5
Black,107.91,57.48,259.73,7.6,1.69,0.89,33.32,69.72,1
Loamy,91.39,77.0,15.63,6.74,0.87,0.76,27.26,51.04,3
Sandy,27.39,37.84,264.13,6.94,0.15,0.35,18.52,71.92,4
Clayey,110.03,78.54,51.3,7.96,1.2,2.43,25.54,40.72,2
Loamy,7.15,36.09,175.37,6.68,0.48,1.03,26.48,70.73,3
Alluvial,94.73,25.48,216.85,7.17,0.91,0.54,20.65,49.8,0
Alluvial,126.48,65.66,60.28,6.32,0.65,1.41,29.1,91.14,0
Alluvial,139.73,26.85,193.85,6.0,1.02,0.48,36.54,72.98,0
Loamy,12.44,6.88,189.4,7.43,0.57,1.03,28.58,59.07,3
Loamy,51.48,2.3,30.93,7.09,1.04,0.75,20.28,50.54,3
Loamy,81.52,41.96,225.57,7.26,0.84,0.11,21.74,40.55,3
Alluvial,80.8,15.67,83.44,6.92,1.14,0.23,30.56,41.56,0
Alluvial,139.09,42.85,67.2,7.46,0.77,0.65,36.21,83.64,0
Black,95.03,28.14,25.15,8.4,1.77,0.43,29.19,53.45,1
Clayey,61.93,25.77,65.45,7.16,1.01,1.68,31.87,69.07,2
Black,129.6,70.64,241.12,8.24,1.69,1.37,24.91,58.88,1
Loamy,53.84,40.33,231.92,6.96,0.66,0.32,23.9,91.22,3
Black,75.86,37.5,68.19,7.52,1.01,1.49,26.69,44.42,1
Sandy,42.23,13.04,149.98,6.84,0.2,0.22,37.82,59.42,4
Sandy,13.13,56.0,110.46,7.07,0.38,0.1,27.56,89.71,4
Loamy,8.98,83.93,72.27,7.2,0.5,1.45,37.83,79.43,3
Alluvial,6.65,26.82,126.07,6.35,0.59,1.4,18.25,89.67,0
Sandy,100.54,11.03,210.64,6.49,0.46,0.32,22.53,85.58,4
Black,98.95,51.73,39.64,7.28,1.885,0.77,37.73,43.83,1
Alluvial,125.41,21.26,108.7,7.16,0.62,1.33,26.5,86.11,0
Alluvial,80.36,52.22,191.86,7.34,0.79,1.17,24.57,94.2,0
Silty,6.36,89.17,36.4,7.31,0.95,0.22,34.63,83.56,5
Alluvial,80.46,31.97,79.92,6.35,1.2,1.48,21.0,68.15,0
Black,83.15,26.39,139.6,7.83,1.8,0.47,26.87,84.47,1
Alluvial,120.93,35.02,156.4,6.75,0.59,1.03,23.19,91.4,0
Black,117.92,48.46,51.0,7.81,1.52,1.41,19.6,85.73,1
Alluvial,14.49,18.7,266.23,6.99,0.45,1.03,29.02,75.73,0
Black,111.2,4.46,238.57,8.31,1.37,0.99,34.11,40.28,1
Silty,110.93,6.52,129.71,6.5,0.42,0.66,22.59,85.57,5
Alluvial,93.29,81.21,210.64,6.54,1.17,0.36,20.9,64.12,0
Loamy,113.66,80.61,128.29,7.42,0.7,1.48,29.63,55.0,3
Black,139.64,54.74,249.96,7.59,0.9,0.84,26.52,79.75,1
Loamy,87.17,54.0,67.94,6.05,0.95,0.67,21.68,65.57,3
Loamy,137.14,15.29,237.6,6.63,0.53,1.03,27.83,40.29,3
Alluvial,121.45,4.88,206.02,7.14,0.69,0.69,27.65,47.36,0
Loamy,14.83,47.78,125.6,6.35,1.04,0.49,34.72,77.5,3
Alluvial,69.06,4.16,243.59,6.98,0.78,0.52,27.3,50.49,0
Silty,97.89,72.13,89.49,6.03,0.56,1.31,32.15,79.65,5
Alluvial,14.8,35.47,254.61,7.37,0.73,0.56,24.61,69.22,0
Loamy,103.84,77.09,32.02,6.93,0.84,0.5,29.56,82.75,3
Loamy,99.72,13.23,218.05,6.96,0.69,0.22,34.59,89.89,3
Black,134.98,6.55,50.7,7.21,1.885,0.77,18.63,45.93,1
Alluvial,96.6,41.54,142.86,7.09,1.17,1.27,33.29,70.49,0
Sandy,16.68,42.21,27.54,5.93,0.33,0.2,18.97,94.5,4
Loamy,14.17,53.28,58.47,7.11,0.83,0.66,26.72,83.51,3
Loamy,115.65,30.24,22.8,7.02,0.67,1.15,32.44,56.42,3
Silty,2.75,50.06,71.86,6.61,0.95,1.14,18.96,77.59,5
Alluvial,59.42,81.0,259.36,6.94,0.79,1.22,24.5,73.88,0
Alluvial,127.37,66.2,189.02,7.1,1.03,1.2,27.18,65.69,0
Loamy,90.08,31.03,30.03,6.16,1.14,0.13,20.35,47.2,3
Loamy,69.71,42.69,220.82,6.56,0.62,1.03,27.52,56.49,3
Sandy,29.87,23.97,37.2,6.83,0.12,0.29,30.74,54.79,4
Alluvial,123.29,66.18,223.05,6.32,0.9,0.45,20.47,52.32,0
Loamy,98.29,28.62,159.17,6.62,1.12,0.18,35.72,87.68,3
Alluvial,58.16,13.23,133.91,6.31,0.7,1.01,21.27,94.64,0
Alluvial,95.8,27.79,159.46,7.02,1.08,0.51,19.38,59.1,0
Black,106.9,86.68,101.03,8.34,1.66,1.0,36.78,73.38,1
Black,99.82,88.2,226.8,7.39,1.52,1.02,32.95,75.38,1
Clayey,74.4,47.76,218.12,8.1,0.89,1.68,31.82,86.13,2
Sandy,43.63,42.56,153.53,5.61,0.12,0.06,24.87,53.95,4
Loamy,128.39,7.82,211.64,6.68,1.04,0.1,31.15,48.37,3
Clayey,50.76,18.19,179.26,7.6,1.08,1.85,18.13,89.99,2
Sandy,3.37,6.92,27.1,6.48,0.15,0.32,28.62,57.56,4
Clayey,113.37,12.12,212.34,6.07,1.16,2.44,25.72,73.62,2
Alluvial,74.42,83.81,167.73,6.68,1.19,0.39,29.57,40.45,0
Alluvial,121.62,67.5,86.4,6.38,1.06,0.52,18.02,76.63,0
Alluvial,6.96,61.24,81.43,6.75,0.85,0.71,30.19,62.26,0
Sandy,15.22,13.78,17.01,7.17,0.33,0.16,22.34,71.86,4
Silty,65.15,22.31,277.95,6.32,0.79,0.74,34.42,74.44,5
Sandy,6.28,20.64,99.84,5.64,0.47,0.3,37.18,78.79,4
Black,118.63,2.63,211.46,7.64,1.885,0.52,18.78,47.31,1
Clayey,54.5,54.33,95.33,8.17,0.75,2.27,34.65,59.03,2
Alluvial,120.6,66.97,255.08,6.65,0.62,0.31,25.11,71.47,0
Loamy,69.95,2.53,90.62,7.17,0.76,1.36,36.17,73.83,3
Clayey,58.04,42.99,181.77,7.51,1.23,1.71,35.35,79.31,2
Alluvial,105.41,43.65,154.96,7.47,0.6,0.51,19.97,44.13,0
Alluvial,81.61,80.81,32.36,6.3,0.63,0.69,25.47,47.28,0
Silty,84.64,4.94,236.14,6.27,0.91,0.52,32.84,93.94,5
Clayey,2.51,10.72,102.09,6.97,0.6,2.43,18.28,60.6,2
Black,125.46,80.59,226.49,7.28,0.84,1.49,34.41,70.88,1
Clayey,130.99,84.46,39.32,7.28,1.26,1.02,32.55,55.25,2
Loamy,53.94,26.63,238.25,6.75,1.08,0.66,27.57,52.7,3
Sandy,35.21,25.27,169.46,6.56,0.24,0.37,36.58,71.15,4
Black,113.36,8.39,129.25,7.62,1.32,1.2,23.52,73.78,1
Silty,75.75,38.26,194.14,6.68,1.03,1.37,21.16,70.11,5
Loamy,5.33,10.79,47.79,6.63,0.42,0.65,26.93,53.22,3
Black,96.78,46.03,273.36,8.02,1.02,1.07,36.84,73.63,1
Loamy,125.81,9.79,274.31,7.1,0.45,0.66,27.78,47.7,3
Loamy,111.17,49.8,218.36,6.18,0.41,0.83,23.82,85.6,3
Clayey,89.66,33.84,44.87,8.04,0.9,1.36,26.86,76.02,2
Sandy,86.53,28.44,21.28,6.76,0.4,0.38,30.85,47.86,4
Silty,138.12,3.14,39.22,6.32,0.83,1.15,20.22,91.42,5
Alluvial,138.57,18.91,276.44,6.78,1.16,0.81,21.31,66.01,0
Alluvial,126.49,5.18,177.63,6.84,0.74,1.05,29.43,55.3,0
Loamy,13.5,60.02,259.03,6.09,0.48,0.34,28.84,54.33,3
Loamy,96.16,36.65,231.45,7.16,0.66,0.14,26.94,40.19,3
Alluvial,115.79,28.97,59.28,6.53,0.78,0.16,28.14,69.53,0
Black,89.63,86.78,222.27,8.45,1.48,0.9,32.37,67.04,1
Black,111.48,39.95,247.61,7.29,1.76,1.01,33.61,47.99,1
Silty,120.1,52.14,264.06,6.03,0.59,1.18,37.95,76.49,5
Black,10.53,82.63,64.66,7.75,1.77,0.77,22.74,90.52,1
Sandy,30.49,55.95,260.21,6.37,0.17,0.13,36.34,52.65,4
Loamy,89.41,60.44,209.8,6.18,1.04,0.82,30.91,46.55,3
Loamy,83.92,26.76,74.08,6.65,0.49,1.01,28.33,60.76,3
Black,118.71,51.25,194.26,7.7,1.3,0.43,29.13,45.8,1
Loamy,89.68,61.34,214.39,6.99,1.07,1.07,20.46,54.15,3
Sandy,35.46,66.54,81.87,5.63,0.39,0.37,24.54,63.04,4
Alluvial,63.39,44.74,255.95,6.85,1.14,0.54,37.91,59.9,0
Black,120.58,77.8,179.6,7.53,1.72,1.38,36.55,83.06,1
Loamy,86.11,67.65,268.51,6.76,0.69,0.15,28.39,55.7,3
Loamy,103.54,59.09,163.46,6.0,0.71,1.24,30.6,49.2,3
Sandy,26.16,49.04,202.2,6.32,0.35,0.34,24.93,62.79,4
Alluvial,83.97,31.54,13.69,6.26,0.44,0.92,35.01,74.83,0
Sandy,25.42,24.47,178.87,7.08,0.27,0.25,27.83,43.41,4
Sandy,14.91,84.71,117.13,6.91,0.3,0.08,24.75,58.07,4
Loamy,94.34,59.32,32.18,7.06,0.71,0.51,33.66,92.36,3
Clayey,109.36,59.11,162.79,7.35,1.18,2.23,21.44,58.46,2
Loamy,61.32,11.91,50.31,6.31,0.92,0.53,23.12,79.25,3
Black,99.17,17.57,219.54,8.14,1.12,0.89,23.55,61.18,1
Alluvial,98.23,9.01,100.81,6.09,1.08,0.3,19.74,92.44,0
Black,95.06,2.06,126.92,7.81,1.52,1.59,29.36,92.09,1
Alluvial,85.22,4.29,256.73,6.26,1.16,1.15,37.97,68.14,0
Silty,136.03,29.51,232.12,7.4,0.88,0.92,30.42,62.49,5
Black,50.37,41.12,55.96,7.32,0.96,1.7,35.26,90.75,1
Loamy,5.14,4.56,159.18,7.22,0.72,1.35,36.37,50.42,3
Sandy,16.1,66.7,26.51,5.88,0.16,0.27,25.37,47.94,4
Sandy,42.41,83.07,142.01,5.6,0.22,0.34,36.03,89.87,4
Loamy,86.92,65.81,159.54,7.43,0.57,1.25,20.24,59.24,3
Black,103.76,57.37,40.83,7.43,1.33,0.52,26.86,69.16,1
Black,12.99,44.24,188.97,7.56,0.94,1.63,36.56,86.45,1
Loamy,84.21,79.91,166.45,6.31,0.48,1.18,19.35,67.94,3
Clayey,80.58,68.73,67.5,6.84,0.7,1.7,33.57,59.77,2
Loamy,136.99,79.72,268.03,6.06,0.43,0.41,32.3,41.51,3
Silty,112.82,33.0,29.86,6.33,1.04,0.46,36.64,57.25,5
Silty,82.42,5.97,35.08,6.91,0.85,0.64,26.12,85.72,5
Sandy,19.94,67.54,156.12,6.91,0.2,0.19,36.1,93.51,4
Alluvial,115.89,33.32,110.82,6.18,0.46,1.37,20.82,75.55,0
Alluvial,126.42,79.09,150.85,6.87,0.85,0.33,22.71,86.02,0
Black,63.87,9.44,36.49,8.14,1.66,1.21,30.26,90.97,1
Clayey,114.92,27.6,32.29,7.16,0.81,1.79,31.61,46.32,2
Alluvial,11.77,20.54,264.55,7.48,0.83,1.49,35.87,73.88,0
Loamy,94.28,77.78,208.26,7.13,0.62,0.77,19.55,73.38,3
Loamy,74.02,7.74,128.23,7.21,1.06,0.8,21.43,43.99,3
Clayey,114.6,81.69,50.68,7.87,0.95,1.71,19.44,79.24,2
Alluvial,119.67,25.62,76.75,6.68,1.06,0.13,24.21,48.25,0
Clayey,76.8,66.46,127.39,7.17,1.42,2.23,33.56,40.89,2
Black,2.07,56.7,193.15,7.67,0.84,1.73,37.21,85.22,1
Loamy,96.24,65.12,151.3,6.98,0.65,0.86,28.59,91.74,3
Alluvial,138.48,18.07,47.6,6.0,1.14,1.49,33.36,59.26,0
Black,139.43,36.9,94.1,7.65,1.38,0.91,25.08,72.49,1
Clayey,84.37,62.18,130.45,6.85,0.81,1.42,30.33,61.03,2
Black,110.65,68.13,146.04,7.52,1.8,1.08,22.6,70.65,1
Clayey,131.69,55.51,148.97,6.94,1.23,2.44,24.11,70.4,2
Alluvial,2.29,29.85,31.09,6.47,0.89,0.51,18.53,59.68,0
Black,69.06,47.78,273.02,7.37,1.54,0.93,23.42,50.52,1
Loamy,6.81,64.62,231.99,6.63,0.8,1.26,36.04,71.3,3
Black,84.94,61.37,58.0,7.58,0.89,1.35,34.65,47.94,1
Loamy,54.53,81.55,65.15,6.6,1.18,0.7,24.71,63.16,3
Clayey,121.69,56.38,153.44,7.22,1.32,0.85,19.44,45.83,2
Sandy,51.66,60.48,181.19,7.05,0.4,0.05,29.57,66.09,4
Black,107.43,8.75,76.55,7.96,1.58,1.69,33.06,56.49,1
Clayey,81.12,88.49,225.44,6.54,1.32,0.74,35.71,66.79,2
Loamy,55.43,43.53,80.13,6.13,0.45,0.53,33.8,71.89,3
Alluvial,2.81,2.98,136.22,7.24,0.63,0.73,34.6,91.23,0
Loamy,85.39,67.69,33.11,6.95,0.73,1.06,33.2,50.65,3
Alluvial,132.04,12.15,34.21,6.41,0.59,0.19,32.09,60.18,0
Loamy,122.59,67.97,38.15,6.06,0.49,1.44,20.37,86.88,3
Sandy,112.88,75.55,55.04,6.29,0.46,0.18,35.97,91.29,4
Loamy,60.55,14.66,90.53,6.36,0.61,1.4,25.7,91.02,3
Clayey,52.43,33.39,119.05,7.61,0.99,0.89,27.16,77.39,2
Loamy,14.39,24.75,150.8,6.11,1.16,0.91,21.77,78.71,3
Alluvial,98.68,20.6,252.49,6.15,0.84,1.45,29.75,52.9,0
Alluvial,129.88,73.64,152.45,7.05,0.44,0.19,23.39,40.74,0
Alluvial,63.39,19.73,36.1,6.88,0.96,0.47,31.87,82.24,0
Loamy,135.48,36.23,183.02,6.74,0.63,0.35,35.83,74.65,3
Clayey,59.05,82.28,47.32,6.95,1.32,1.02,18.36,67.3,2
Clayey,103.64,53.13,241.52,6.16,1.14,0.78,24.45,42.18,2
Alluvial,103.56,52.45,194.16,6.52,0.78,0.61,29.47,47.92,0
Loamy,10.38,75.74,101.35,6.08,0.41,0.54,34.96,78.75,3
Silty,78.84,46.99,244.62,6.23,0.85,0.17,21.75,59.11,5
Loamy,118.28,57.07,208.12,6.26,1.12,0.62,37.93,50.7,3
Black,73.96,20.11,151.42,7.54,1.53,1.78,19.92,54.86,1
Sandy,107.6,26.14,37.21,7.05,0.45,0.36,36.3,43.06,4
Silty,71.7,50.23,94.41,6.99,1.1,0.73,37.02,43.35,5
Alluvial,74.44,40.43,200.52,7.41,0.46,0.12,22.73,80.32,0
Clayey,107.2,45.34,92.47,7.75,0.89,1.32,33.28,49.92,2
Black,71.52,79.39,56.49,7.38,1.28,0.71,37.45,40.27,1
Loamy,81.14,7.54,59.01,7.1,0.49,0.59,19.33,46.34,3
Clayey,134.72,87.76,192.82,6.84,1.19,1.41,21.95,64.63,2
Silty,81.53,86.37,115.7,6.93,0.65,0.64,36.83,80.14,5
Loamy,61.43,41.01,238.44,6.58,0.64,0.41,35.41,75.36,3
Loamy,137.22,5.05,263.09,6.37,0.8,1.06,29.95,40.22,3
Loamy,55.63,2.76,117.88,6.32,0.83,0.62,28.4,51.24,3
Loamy,138.22,83.88,247.91,7.41,0.82,0.33,19.55,87.02,3
Loamy,103.11,52.52,100.6,6.74,0.87,1.35,30.87,68.02,3
Loamy,6.98,4.85,20.19,6.56,0.73,0.84,24.04,76.87,3
Loamy,98.7,8.91,15.23,7.38,0.95,0.81,20.66,94.95,3
Alluvial,61.11,61.81,269.72,7.17,0.5,0.97,37.35,48.89,0
Black,62.87,75.51,56.9,8.22,1.28,0.57,27.61,61.15,1
Alluvial,69.59,72.39,165.42,6.11,0.81,0.42,21.8,40.88,0
Black,55.93,47.88,118.53,7.75,1.63,1.29,29.0,46.9,1
Loamy,132.38,60.75,66.79,6.6,0.96,0.27,32.49,59.44,3
Silty,51.29,52.41,100.24,6.53,0.96,0.38,18.24,63.36,5
Sandy,4.89,29.45,255.73,6.5,0.39,0.32,37.4,59.67,4
Alluvial,69.25,26.99,103.28,6.14,1.15,0.41,19.89,52.95,0
Black,7.81,86.12,42.72,7.28,1.67,1.3,21.5,93.4,1
Sandy,58.22,59.45,94.14,6.88,0.29,0.36,18.5,52.26,4
Alluvial,92.14,32.19,12.32,7.37,0.81,0.72,37.97,75.65,0
Black,123.39,64.32,132.94,8.42,1.86,0.59,36.11,69.04,1
Loamy,122.68,55.65,133.76,6.62,1.04,0.82,28.31,52.8,3
Clayey,103.04,51.83,47.86,8.08,1.31,1.55,20.99,86.72,2
Sandy,37.09,31.51,154.44,6.19,0.2,0.24,30.5,44.47,4
Silty,57.75,4.18,183.98,6.47,0.64,0.7,20.65,51.33,5
Black,128.82,44.75,112.04,8.37,0.89,0.52,30.88,84.38,1
Alluvial,85.01,55.06,35.26,7.02,0.49,0.36,33.52,84.31,0
Sandy,7.5,7.88,22.49,6.67,0.22,0.13,34.12,40.8,4
Silty,135.11,4.49,139.57,6.88,1.11,0.85,27.54,75.64,5
Silty,111.95,35.76,255.21,6.92,0.58,1.05,27.04,68.25,5
Sandy,14.62,45.17,250.94,6.45,0.22,0.16,26.53,55.04,4
Black,58.88,87.23,276.28,7.92,1.885,0.94,33.78,64.98,1
Sandy,115.18,7.58,85.51,7.08,0.5,0.2,37.91,82.47,4
Alluvial,111.17,81.47,77.64,7.41,0.94,0.77,23.93,45.75,0
Silty,95.14,7.76,96.44,6.01,1.02,0.87,22.07,55.06,5
Loamy,3.12,50.34,82.0,6.55,0.7,1.33,30.26,55.69,3
Sandy,41.14,80.98,40.22,5.89,0.21,0.28,37.7,85.49,4
Silty,137.31,82.01,171.91,6.51,0.68,0.96,33.63,90.03,5
Sandy,9.95,19.52,22.12,5.69,0.38,0.19,28.66,76.95,4
Loamy,91.77,60.38,38.37,7.1,0.52,1.49,34.85,57.86,3
Loamy,90.81,62.19,21.45,6.04,0.87,0.45,18.52,90.0,3
Loamy,115.81,33.35,128.61,6.83,1.09,0.36,37.7,81.79,3
Clayey,58.23,58.08,269.9,8.14,0.92,0.84,25.5,53.88,2
Loamy,60.59,35.21,110.78,6.05,0.91,1.12,36.01,77.65,3
Silty,85.06,36.74,222.46,6.22,1.05,0.47,21.49,69.01,5
Loamy,102.86,63.35,35.87,6.5,1.07,1.12,25.92,94.6,3
Black,104.63,21.71,41.09,7.67,1.03,0.59,18.69,54.71,1
Loamy,137.6,88.16,93.67,6.44,0.8,0.23,21.34,67.26,3
Loamy,135.26,48.31,269.65,7.41,1.09,0.47,18.57,45.04,3
Loamy,117.79,62.27,228.36,6.11,0.84,0.53,36.78,72.22,3
Loamy,54.25,38.1,173.11,7.0,0.97,1.21,28.16,42.46,3
Silty,118.21,89.84,178.86,6.64,0.85,0.18,36.81,94.92,5
Loamy,78.09,46.56,30.3,7.29,0.42,1.35,28.41,47.4,3
Silty,12.39,4.61,268.34,6.88,0.94,0.37,19.95,80.04,5
Loamy,112.65,83.27,164.0,6.03,0.72,1.49,37.77,78.94,3
